ground_truth_id,source_entity_id,target_entity_id,relationship_type,expected_relationship,case_id,evidence_reference
GT-0133,PERSON-0834,PERSON-0450,CONTACTED,1,CASE-0313,Synthetic telecommunication record: PERSON-0834 Kusum Banerjee contacted PERSON-0450 Anil Gupta via PHONE_CALL in relation to CASE-0313.
GT-0134,PERSON-0950,PERSON-0959,CONTACTED,1,CASE-0051,Synthetic telecommunication record: PERSON-0950 Pawan Roy contacted PERSON-0959 Manoj Yadav via SMS in relation to CASE-0051.
GT-0135,PERSON-0665,PERSON-0532,CONTACTED,1,CASE-0667,Synthetic telecommunication record: PERSON-0665 Meena Mishra contacted PERSON-0532 Dinesh Shukla via PHONE_CALL in relation to CASE-0667.
GT-0136,PERSON-0026,PERSON-0943,CONTACTED,1,CASE-0075,Synthetic telecommunication record: PERSON-0026 Seema Qureshi contacted PERSON-0943 Dharmendra Patel via WHATSAPP in relation to CASE-0075.
GT-0137,PERSON-0877,PERSON-0699,CONTACTED,1,CASE-0991,Synthetic telecommunication record: PERSON-0877 Meena Kaur contacted PERSON-0699 Vijay Mishra via WHATSAPP in relation to CASE-0991.
GT-0138,PERSON-0068,PERSON-0317,CONTACTED,1,CASE-0263,Synthetic telecommunication record: PERSON-0068 Pushpa Sarkar contacted PERSON-0317 Harish Tiwari via WHATSAPP in relation to CASE-0263.
GT-0139,PERSON-0475,PERSON-0679,CONTACTED,1,CASE-0655,Synthetic telecommunication record: PERSON-0475 Manoj Kumar contacted PERSON-0679 Santosh Kumar via WHATSAPP in relation to CASE-0655.
GT-0140,PERSON-0436,PERSON-0028,CONTACTED,1,CASE-0246,Synthetic telecommunication record: PERSON-0436 Ashok Goyal contacted PERSON-0028 Santosh Singh via SMS in relation to CASE-0246.
GT-0141,PERSON-0991,PERSON-0588,CONTACTED,1,CASE-0465,Synthetic telecommunication record: PERSON-0991 Dinesh Bansal contacted PERSON-0588 Arjun Pandey via PHONE_CALL in relation to CASE-0465.
GT-0142,PERSON-0782,PERSON-0408,CONTACTED,1,CASE-0446,Synthetic telecommunication record: PERSON-0782 Dharmendra Banerjee contacted PERSON-0408 Vivek Kumar via PHONE_CALL in relation to CASE-0446.
GT-0143,PERSON-0169,PERSON-0931,CONTACTED,1,CASE-1013,Synthetic telecommunication record: PERSON-0169 Amit Yadav contacted PERSON-0931 Suresh Dutta via PHONE_CALL in relation to CASE-1013.
GT-0144,PERSON-0125,PERSON-0203,CONTACTED,1,CASE-0407,Synthetic telecommunication record: PERSON-0125 Meena Chatterjee contacted PERSON-0203 Subhash Chatterjee via ENCRYPTED_CALL in relation to CASE-0407.
GT-0145,PERSON-0360,PERSON-0727,CONTACTED,1,CASE-0709,Synthetic telecommunication record: PERSON-0360 Sarita Garg contacted PERSON-0727 Manju Joshi via WHATSAPP in relation to CASE-0709.
GT-0146,PERSON-0795,PERSON-0401,CONTACTED,1,CASE-1062,Synthetic telecommunication record: PERSON-0795 Ajay Chatterjee contacted PERSON-0401 Seema Gupta via WHATSAPP in relation to CASE-1062.
GT-0147,PERSON-0616,PERSON-0661,CONTACTED,1,CASE-0055,Synthetic telecommunication record: PERSON-0616 Rohit Ansari contacted PERSON-0661 Naveen Patel via WHATSAPP in relation to CASE-0055.
GT-0148,PERSON-0744,PERSON-0647,CONTACTED,1,CASE-1179,Synthetic telecommunication record: PERSON-0744 Pushpa Chakraborty contacted PERSON-0647 Reena Khan via ENCRYPTED_CALL in relation to CASE-1179.
GT-0149,PERSON-0353,PERSON-0131,CONTACTED,1,CASE-0505,Synthetic telecommunication record: PERSON-0353 Asha Gupta contacted PERSON-0131 Mukesh Garg via SMS in relation to CASE-0505.
GT-0150,PERSON-0848,PERSON-0915,CONTACTED,1,CASE-0722,Synthetic telecommunication record: PERSON-0848 Seema Siddiqui contacted PERSON-0915 Rahul Khan via WHATSAPP in relation to CASE-0722.
GT-0151,PERSON-0152,PERSON-0174,CONTACTED,1,CASE-0481,Synthetic telecommunication record: PERSON-0152 Suresh Das contacted PERSON-0174 Manju Yadav via WHATSAPP in relation to CASE-0481.
GT-0152,PERSON-0233,PERSON-0717,CONTACTED,1,CASE-0907,Synthetic telecommunication record: PERSON-0233 Pushpa Qureshi contacted PERSON-0717 Abhishek Singh via WHATSAPP in relation to CASE-0907.
GT-0153,PERSON-0618,PERSON-0623,CONTACTED,1,CASE-1070,Synthetic telecommunication record: PERSON-0618 Devendra Ali contacted PERSON-0623 Ashok Pandey via WHATSAPP in relation to CASE-1070.
GT-0154,PERSON-0295,PERSON-0373,CONTACTED,1,CASE-0003,Synthetic telecommunication record: PERSON-0295 Archana Patel contacted PERSON-0373 Rakesh Goyal via ENCRYPTED_CALL in relation to CASE-0003.
GT-0155,PERSON-0801,PERSON-0363,CONTACTED,1,CASE-0455,Synthetic telecommunication record: PERSON-0801 Geeta Sarkar contacted PERSON-0363 Satish Mukherjee via WHATSAPP in relation to CASE-0455.
GT-0156,PERSON-0233,PERSON-0434,CONTACTED,1,CASE-0265,Synthetic telecommunication record: PERSON-0233 Pushpa Qureshi contacted PERSON-0434 Radha Siddiqui via ENCRYPTED_CALL in relation to CASE-0265.
GT-0157,PERSON-0520,PERSON-0359,CONTACTED,1,CASE-0179,Synthetic telecommunication record: PERSON-0520 Rahul Sharma contacted PERSON-0359 Subhash Bose via PHONE_CALL in relation to CASE-0179.
GT-0158,PERSON-0407,PERSON-0094,CONTACTED,1,CASE-0962,Synthetic telecommunication record: PERSON-0407 Abhishek Roy contacted PERSON-0094 Subhash Joshi via PHONE_CALL in relation to CASE-0962.
GT-0159,PERSON-1000,PERSON-0471,CONTACTED,1,CASE-1129,Synthetic telecommunication record: PERSON-1000 Rohit Khan contacted PERSON-0471 Kiran Ahmed via PHONE_CALL in relation to CASE-1129.
GT-0160,PERSON-0192,PERSON-0399,CONTACTED,1,CASE-1048,Synthetic telecommunication record: PERSON-0192 Kavita Qureshi contacted PERSON-0399 Naveen Tiwari via ENCRYPTED_CALL in relation to CASE-1048.
GT-0161,PERSON-0783,PERSON-0518,CONTACTED,1,CASE-0248,Synthetic telecommunication record: PERSON-0783 Abhishek Goyal contacted PERSON-0518 Jyoti Singh via WHATSAPP in relation to CASE-0248.
GT-0162,PERSON-0391,PERSON-0040,CONTACTED,1,CASE-0410,Synthetic telecommunication record: PERSON-0391 Manish Mukherjee contacted PERSON-0040 Sunita Dutta via PHONE_CALL in relation to CASE-0410.
GT-0163,PERSON-0504,PERSON-0128,CONTACTED,1,CASE-0029,Synthetic telecommunication record: PERSON-0504 Pankaj Ahmed contacted PERSON-0128 Jitendra Mittal via WHATSAPP in relation to CASE-0029.
GT-0164,PERSON-0103,PERSON-0363,CONTACTED,1,CASE-0812,Synthetic telecommunication record: PERSON-0103 Rahul Goyal contacted PERSON-0363 Satish Mukherjee via WHATSAPP in relation to CASE-0812.
GT-0165,PERSON-0695,PERSON-0574,CONTACTED,1,CASE-1144,Synthetic telecommunication record: PERSON-0695 Suresh Hussain contacted PERSON-0574 Radha Roy via WHATSAPP in relation to CASE-1144.
GT-0166,PERSON-0987,PERSON-0880,CONTACTED,1,CASE-0184,Synthetic telecommunication record: PERSON-0987 Rohit Mehta contacted PERSON-0880 Ramesh Mishra via ENCRYPTED_CALL in relation to CASE-0184.
GT-0167,PERSON-0946,PERSON-0725,CONTACTED,1,CASE-0891,Synthetic telecommunication record: PERSON-0946 Manju Singh contacted PERSON-0725 Ajay Singhal via SMS in relation to CASE-0891.
GT-0168,PERSON-0881,PERSON-0265,CONTACTED,1,CASE-1094,Synthetic telecommunication record: PERSON-0881 Pushpa Goyal contacted PERSON-0265 Kamla Bose via ENCRYPTED_CALL in relation to CASE-1094.
GT-0169,PERSON-0206,PERSON-0333,CONTACTED,1,CASE-0980,Synthetic telecommunication record: PERSON-0206 Satish Bansal contacted PERSON-0333 Vijay Siddiqui via ENCRYPTED_CALL in relation to CASE-0980.
GT-0170,PERSON-0135,PERSON-0149,CONTACTED,1,CASE-0538,Synthetic telecommunication record: PERSON-0135 Devendra Mehta contacted PERSON-0149 Rakesh Sen via WHATSAPP in relation to CASE-0538.
GT-0171,PERSON-0708,PERSON-0157,CONTACTED,1,CASE-0444,Synthetic telecommunication record: PERSON-0708 Nitin Bose contacted PERSON-0157 Kunal Ahmed via WHATSAPP in relation to CASE-0444.
GT-0172,PERSON-0942,PERSON-0730,CONTACTED,1,CASE-0331,Synthetic telecommunication record: PERSON-0942 Devendra Roy contacted PERSON-0730 Gaurav Chakraborty via PHONE_CALL in relation to CASE-0331.
GT-0173,PERSON-0773,PERSON-0623,CONTACTED,1,CASE-0218,Synthetic telecommunication record: PERSON-0773 Sunita Sen contacted PERSON-0623 Ashok Pandey via SMS in relation to CASE-0218.
GT-0174,PERSON-0158,PERSON-0355,CONTACTED,1,CASE-0520,Synthetic telecommunication record: PERSON-0158 Rohit Singh contacted PERSON-0355 Kamla Yadav via WHATSAPP in relation to CASE-0520.
GT-0175,PERSON-0183,PERSON-0752,CONTACTED,1,CASE-0378,Synthetic telecommunication record: PERSON-0183 Jyoti Sarkar contacted PERSON-0752 Neetu Chakraborty via SMS in relation to CASE-0378.
GT-0176,PERSON-0059,PERSON-0387,CONTACTED,1,CASE-0830,Synthetic telecommunication record: PERSON-0059 Jitendra Sharma contacted PERSON-0387 Rohit Mishra via WHATSAPP in relation to CASE-0830.
GT-0177,PERSON-0217,PERSON-0381,CONTACTED,1,CASE-0692,Synthetic telecommunication record: PERSON-0217 Rakesh Sarkar contacted PERSON-0381 Sanjay Singh via PHONE_CALL in relation to CASE-0692.
GT-0178,PERSON-0249,PERSON-0854,CONTACTED,1,CASE-0798,Synthetic telecommunication record: PERSON-0249 Pooja Jain contacted PERSON-0854 Sushma Kaur via ENCRYPTED_CALL in relation to CASE-0798.
GT-0179,PERSON-0069,PERSON-0876,CONTACTED,1,CASE-0502,Synthetic telecommunication record: PERSON-0069 Satish Yadav contacted PERSON-0876 Seema Ansari via PHONE_CALL in relation to CASE-0502.
GT-0180,PERSON-0057,PERSON-0279,CONTACTED,1,CASE-1089,Synthetic telecommunication record: PERSON-0057 Manish Chatterjee contacted PERSON-0279 Sushma Chakraborty via ENCRYPTED_CALL in relation to CASE-1089.
GT-0181,PERSON-0283,PERSON-0108,CONTACTED,1,CASE-1008,Synthetic telecommunication record: PERSON-0283 Pradeep Sen contacted PERSON-0108 Pawan Shukla via WHATSAPP in relation to CASE-1008.
GT-0182,PERSON-0498,PERSON-0686,CONTACTED,1,CASE-0013,Synthetic telecommunication record: PERSON-0498 Ritu Agarwal contacted PERSON-0686 Reena Roy via SMS in relation to CASE-0013.
GT-0183,PERSON-0878,PERSON-0573,CONTACTED,1,CASE-0470,Synthetic telecommunication record: PERSON-0878 Sachin Shukla contacted PERSON-0573 Pushpa Pandey via SMS in relation to CASE-0470.
GT-0184,PERSON-0669,PERSON-0576,CONTACTED,1,CASE-0250,Synthetic telecommunication record: PERSON-0669 Kamla Sarkar contacted PERSON-0576 Alok Singh via SMS in relation to CASE-0250.
GT-0185,PERSON-0014,PERSON-0910,CONTACTED,1,CASE-0305,Synthetic telecommunication record: PERSON-0014 Santosh Mittal contacted PERSON-0910 Dinesh Garg via PHONE_CALL in relation to CASE-0305.
GT-0186,PERSON-0794,PERSON-0395,CONTACTED,1,CASE-0451,Synthetic telecommunication record: PERSON-0794 Vikram Ghosh contacted PERSON-0395 Sanjay Singh via WHATSAPP in relation to CASE-0451.
GT-0187,PERSON-0677,PERSON-0059,CONTACTED,1,CASE-0822,Synthetic telecommunication record: PERSON-0677 Sarita Shukla contacted PERSON-0059 Jitendra Sharma via SMS in relation to CASE-0822.
GT-0188,PERSON-0235,PERSON-0585,CONTACTED,1,CASE-0818,Synthetic telecommunication record: PERSON-0235 Dinesh Chatterjee contacted PERSON-0585 Pankaj Khan via ENCRYPTED_CALL in relation to CASE-0818.
GT-0189,PERSON-0396,PERSON-0065,CONTACTED,1,CASE-0749,Synthetic telecommunication record: PERSON-0396 Shashi Pandey contacted PERSON-0065 Ajay Agarwal via SMS in relation to CASE-0749.
GT-0190,PERSON-0810,PERSON-0488,CONTACTED,1,CASE-0567,Synthetic telecommunication record: PERSON-0810 Rahul Yadav contacted PERSON-0488 Deepak Garg via PHONE_CALL in relation to CASE-0567.
GT-0191,PERSON-0327,PERSON-0258,CONTACTED,1,CASE-0741,Synthetic telecommunication record: PERSON-0327 Amit Bansal contacted PERSON-0258 Santosh Garg via PHONE_CALL in relation to CASE-0741.
GT-0192,PERSON-0960,PERSON-0642,CONTACTED,1,CASE-0357,Synthetic telecommunication record: PERSON-0960 Vikram Ali contacted PERSON-0642 Rahul Dutta via PHONE_CALL in relation to CASE-0357.
GT-0193,PERSON-0089,PERSON-0439,CONTACTED,1,CASE-0755,Synthetic telecommunication record: PERSON-0089 Suresh Verma contacted PERSON-0439 Asha Sarkar via SMS in relation to CASE-0755.
GT-0194,PERSON-0080,PERSON-0580,CONTACTED,1,CASE-0148,Synthetic telecommunication record: PERSON-0080 Hemant Joshi contacted PERSON-0580 Sanjay Ahmed via SMS in relation to CASE-0148.
GT-0195,PERSON-0439,PERSON-0279,CONTACTED,1,CASE-0676,Synthetic telecommunication record: PERSON-0439 Asha Sarkar contacted PERSON-0279 Sushma Chakraborty via PHONE_CALL in relation to CASE-0676.
GT-0196,PERSON-0956,PERSON-0687,CONTACTED,1,CASE-1167,Synthetic telecommunication record: PERSON-0956 Vivek Bhattacharya contacted PERSON-0687 Anil Sarkar via PHONE_CALL in relation to CASE-1167.
GT-0197,PERSON-0739,PERSON-0385,CONTACTED,1,CASE-1181,Synthetic telecommunication record: PERSON-0739 Jitendra Khan contacted PERSON-0385 Ramesh Sarkar via WHATSAPP in relation to CASE-1181.
GT-0198,PERSON-0329,PERSON-0462,CONTACTED,1,CASE-1211,Synthetic telecommunication record: PERSON-0329 Manish Dutta contacted PERSON-0462 Abhishek Mittal via ENCRYPTED_CALL in relation to CASE-1211.
GT-0199,PERSON-0825,PERSON-0190,CONTACTED,1,CASE-0733,Synthetic telecommunication record: PERSON-0825 Rahul Chakraborty contacted PERSON-0190 Rohit Banerjee via PHONE_CALL in relation to CASE-0733.
GT-0200,PERSON-0823,PERSON-0001,CONTACTED,1,CASE-0978,Synthetic telecommunication record: PERSON-0823 Neetu Chatterjee contacted PERSON-0001 Santosh Chatterjee via WHATSAPP in relation to CASE-0978.
GT-0201,PERSON-0260,PERSON-0173,CONTACTED,1,CASE-0038,Synthetic telecommunication record: PERSON-0260 Sunil Siddiqui contacted PERSON-0173 Pawan Khan via ENCRYPTED_CALL in relation to CASE-0038.
GT-0202,PERSON-0683,PERSON-0016,CONTACTED,1,CASE-0325,Synthetic telecommunication record: PERSON-0683 Vandana Das contacted PERSON-0016 Abhishek Yadav via PHONE_CALL in relation to CASE-0325.
GT-0203,PERSON-0099,PERSON-0140,CONTACTED,1,CASE-1017,Synthetic telecommunication record: PERSON-0099 Sumit Bose contacted PERSON-0140 Alok Shukla via PHONE_CALL in relation to CASE-1017.
GT-0204,PERSON-0315,PERSON-0076,CONTACTED,1,CASE-0307,Synthetic telecommunication record: PERSON-0315 Pradeep Ansari contacted PERSON-0076 Suresh Singhal via WHATSAPP in relation to CASE-0307.
GT-0205,PERSON-0250,PERSON-0770,CONTACTED,1,CASE-1171,Synthetic telecommunication record: PERSON-0250 Pankaj Banerjee contacted PERSON-0770 Geeta Mittal via ENCRYPTED_CALL in relation to CASE-1171.
GT-0206,PERSON-0474,PERSON-0545,CONTACTED,1,CASE-0827,Synthetic telecommunication record: PERSON-0474 Arjun Gupta contacted PERSON-0545 Vijay Singhal via ENCRYPTED_CALL in relation to CASE-0827.
GT-0207,PERSON-0038,PERSON-0580,CONTACTED,1,CASE-0832,Synthetic telecommunication record: PERSON-0038 Sachin Chakraborty contacted PERSON-0580 Sanjay Ahmed via ENCRYPTED_CALL in relation to CASE-0832.
GT-0208,PERSON-0076,PERSON-0169,CONTACTED,1,CASE-0442,Synthetic telecommunication record: PERSON-0076 Suresh Singhal contacted PERSON-0169 Amit Yadav via ENCRYPTED_CALL in relation to CASE-0442.
GT-0209,PERSON-0915,PERSON-0496,CONTACTED,1,CASE-1005,Synthetic telecommunication record: PERSON-0915 Rahul Khan contacted PERSON-0496 Lata Ahmed via WHATSAPP in relation to CASE-1005.
GT-0210,PERSON-0818,PERSON-0617,CONTACTED,1,CASE-0164,Synthetic telecommunication record: PERSON-0818 Kunal Roy contacted PERSON-0617 Rohit Singhal via WHATSAPP in relation to CASE-0164.
GT-0211,PERSON-0449,PERSON-0668,CONTACTED,1,CASE-0271,Synthetic telecommunication record: PERSON-0449 Harish Chakraborty contacted PERSON-0668 Suresh Patel via ENCRYPTED_CALL in relation to CASE-0271.
GT-0212,PERSON-0472,PERSON-0983,CONTACTED,1,CASE-0058,Synthetic telecommunication record: PERSON-0472 Abhishek Bansal contacted PERSON-0983 Neetu Dutta via SMS in relation to CASE-0058.
GT-0213,PERSON-0987,PERSON-0544,CONTACTED,1,CASE-1182,Synthetic telecommunication record: PERSON-0987 Rohit Mehta contacted PERSON-0544 Manju Mittal via ENCRYPTED_CALL in relation to CASE-1182.
GT-0214,PERSON-0431,PERSON-0361,CONTACTED,1,CASE-1116,Synthetic telecommunication record: PERSON-0431 Vijay Mehta contacted PERSON-0361 Ajay Banerjee via WHATSAPP in relation to CASE-1116.
GT-0215,PERSON-0964,PERSON-0647,CONTACTED,1,CASE-0426,Synthetic telecommunication record: PERSON-0964 Deepak Jain contacted PERSON-0647 Reena Khan via SMS in relation to CASE-0426.
GT-0216,PERSON-0119,PERSON-0618,CONTACTED,1,CASE-0416,Synthetic telecommunication record: PERSON-0119 Pooja Joshi contacted PERSON-0618 Devendra Ali via PHONE_CALL in relation to CASE-0416.
GT-0217,PERSON-0337,PERSON-0317,CONTACTED,1,CASE-0783,Synthetic telecommunication record: PERSON-0337 Rajesh Singhal contacted PERSON-0317 Harish Tiwari via WHATSAPP in relation to CASE-0783.
GT-0218,PERSON-0977,PERSON-0525,CONTACTED,1,CASE-0064,Synthetic telecommunication record: PERSON-0977 Alok Singhal contacted PERSON-0525 Vijay Sharma via SMS in relation to CASE-0064.
GT-0219,PERSON-0239,PERSON-0128,CONTACTED,1,CASE-0373,Synthetic telecommunication record: PERSON-0239 Satish Banerjee contacted PERSON-0128 Jitendra Mittal via WHATSAPP in relation to CASE-0373.
GT-0220,PERSON-0163,PERSON-0124,CONTACTED,1,CASE-0094,Synthetic telecommunication record: PERSON-0163 Ramesh Agarwal contacted PERSON-0124 Shashi Bhattacharya via PHONE_CALL in relation to CASE-0094.
GT-0221,PERSON-0863,PERSON-0025,CONTACTED,1,CASE-0721,Synthetic telecommunication record: PERSON-0863 Dinesh Agarwal contacted PERSON-0025 Sangeeta Hussain via SMS in relation to CASE-0721.
GT-0222,PERSON-0827,PERSON-0388,CONTACTED,1,CASE-0996,Synthetic telecommunication record: PERSON-0827 Gaurav Tiwari contacted PERSON-0388 Dinesh Jain via SMS in relation to CASE-0996.
GT-0223,PERSON-0577,PERSON-0656,CONTACTED,1,CASE-0580,Synthetic telecommunication record: PERSON-0577 Amit Garg contacted PERSON-0656 Satish Kaur via ENCRYPTED_CALL in relation to CASE-0580.
GT-0224,PERSON-0492,PERSON-0008,CONTACTED,1,CASE-0582,Synthetic telecommunication record: PERSON-0492 Nitin Chakraborty contacted PERSON-0008 Sanjay Jain via PHONE_CALL in relation to CASE-0582.
GT-0225,PERSON-0144,PERSON-0431,CONTACTED,1,CASE-0003,Synthetic telecommunication record: PERSON-0144 Poonam Roy contacted PERSON-0431 Vijay Mehta via ENCRYPTED_CALL in relation to CASE-0003.
GT-0226,PERSON-0314,PERSON-0317,CONTACTED,1,CASE-0811,Synthetic telecommunication record: PERSON-0314 Hemant Pandey contacted PERSON-0317 Harish Tiwari via ENCRYPTED_CALL in relation to CASE-0811.
GT-0227,PERSON-0411,PERSON-0305,CONTACTED,1,CASE-1017,Synthetic telecommunication record: PERSON-0411 Manju Patel contacted PERSON-0305 Manish Patel via ENCRYPTED_CALL in relation to CASE-1017.
GT-0228,PERSON-0461,PERSON-0946,CONTACTED,1,CASE-1215,Synthetic telecommunication record: PERSON-0461 Pawan Kaur contacted PERSON-0946 Manju Singh via SMS in relation to CASE-1215.
GT-0229,PERSON-0430,PERSON-0836,CONTACTED,1,CASE-0183,Synthetic telecommunication record: PERSON-0430 Seema Joshi contacted PERSON-0836 Naveen Agarwal via WHATSAPP in relation to CASE-0183.
GT-0230,PERSON-0912,PERSON-0356,CONTACTED,1,CASE-0790,Synthetic telecommunication record: PERSON-0912 Abhishek Bose contacted PERSON-0356 Ramesh Mishra via ENCRYPTED_CALL in relation to CASE-0790.
GT-0231,PERSON-0264,PERSON-0879,CONTACTED,1,CASE-0070,Synthetic telecommunication record: PERSON-0264 Manoj Bose contacted PERSON-0879 Vikram Mehta via SMS in relation to CASE-0070.
GT-0232,PERSON-0024,PERSON-0417,CONTACTED,1,CASE-0068,Synthetic telecommunication record: PERSON-0024 Pankaj Bhattacharya contacted PERSON-0417 Pawan Hussain via WHATSAPP in relation to CASE-0068.
GT-0233,PERSON-0323,PERSON-0716,CONTACTED,1,CASE-0723,Synthetic telecommunication record: PERSON-0323 Anil Kaur contacted PERSON-0716 Dinesh Ahmed via WHATSAPP in relation to CASE-0723.
GT-0234,PERSON-0204,PERSON-0039,CONTACTED,1,CASE-0964,Synthetic telecommunication record: PERSON-0204 Amit Kaur contacted PERSON-0039 Dinesh Goyal via ENCRYPTED_CALL in relation to CASE-0964.
GT-0235,PERSON-0579,PERSON-0437,CONTACTED,1,CASE-0558,Synthetic telecommunication record: PERSON-0579 Mukesh Sarkar contacted PERSON-0437 Sumit Gupta via WHATSAPP in relation to CASE-0558.
GT-0236,PERSON-0452,PERSON-0081,CONTACTED,1,CASE-0952,Synthetic telecommunication record: PERSON-0452 Sunil Garg contacted PERSON-0081 Radha Verma via PHONE_CALL in relation to CASE-0952.
GT-0237,PERSON-0666,PERSON-0367,CONTACTED,1,CASE-1159,Synthetic telecommunication record: PERSON-0666 Subhash Sarkar contacted PERSON-0367 Neetu Garg via WHATSAPP in relation to CASE-1159.
GT-0238,PERSON-0713,PERSON-0390,CONTACTED,1,CASE-1166,Synthetic telecommunication record: PERSON-0713 Pawan Hussain contacted PERSON-0390 Suresh Kaur via WHATSAPP in relation to CASE-1166.
GT-0239,PERSON-0211,PERSON-0051,CONTACTED,1,CASE-0658,Synthetic telecommunication record: PERSON-0211 Sunil Agarwal contacted PERSON-0051 Sumit Agarwal via SMS in relation to CASE-0658.
GT-0240,PERSON-0478,PERSON-0737,CONTACTED,1,CASE-1216,Synthetic telecommunication record: PERSON-0478 Dinesh Jain contacted PERSON-0737 Manish Mehta via PHONE_CALL in relation to CASE-1216.
GT-0241,PERSON-0377,PERSON-0359,CONTACTED,1,CASE-0368,Synthetic telecommunication record: PERSON-0377 Ajay Shukla contacted PERSON-0359 Subhash Bose via PHONE_CALL in relation to CASE-0368.
GT-0242,PERSON-0542,PERSON-0165,CONTACTED,1,CASE-0331,Synthetic telecommunication record: PERSON-0542 Nitin Verma contacted PERSON-0165 Devendra Shukla via ENCRYPTED_CALL in relation to CASE-0331.
GT-0243,PERSON-0691,PERSON-0212,CONTACTED,1,CASE-0847,Synthetic telecommunication record: PERSON-0691 Suresh Banerjee contacted PERSON-0212 Suresh Chakraborty via ENCRYPTED_CALL in relation to CASE-0847.
GT-0244,PERSON-0241,PERSON-0081,CONTACTED,1,CASE-0614,Synthetic telecommunication record: PERSON-0241 Dharmendra Jain contacted PERSON-0081 Radha Verma via SMS in relation to CASE-0614.
GT-0245,PERSON-0939,PERSON-0538,CONTACTED,1,CASE-0594,Synthetic telecommunication record: PERSON-0939 Harish Shukla contacted PERSON-0538 Pushpa Chatterjee via SMS in relation to CASE-0594.
GT-0246,PERSON-0358,PERSON-0945,CONTACTED,1,CASE-0806,Synthetic telecommunication record: PERSON-0358 Kamla Ahmed contacted PERSON-0945 Geeta Tiwari via SMS in relation to CASE-0806.
GT-0247,PERSON-0674,PERSON-0446,CONTACTED,1,CASE-0848,Synthetic telecommunication record: PERSON-0674 Nitin Patel contacted PERSON-0446 Asha Singh via WHATSAPP in relation to CASE-0848.
GT-0248,PERSON-0996,PERSON-0339,CONTACTED,1,CASE-0612,Synthetic telecommunication record: PERSON-0996 Sanjay Khan contacted PERSON-0339 Sanjay Bansal via SMS in relation to CASE-0612.
GT-0249,PERSON-0764,PERSON-0227,CONTACTED,1,CASE-0599,Synthetic telecommunication record: PERSON-0764 Rajesh Khan contacted PERSON-0227 Pooja Goyal via SMS in relation to CASE-0599.
GT-0250,PERSON-0805,PERSON-0075,CONTACTED,1,CASE-0528,Synthetic telecommunication record: PERSON-0805 Alok Gupta contacted PERSON-0075 Amit Chatterjee via SMS in relation to CASE-0528.
GT-0251,PERSON-0406,PERSON-0584,CONTACTED,1,CASE-0249,Synthetic telecommunication record: PERSON-0406 Amit Shukla contacted PERSON-0584 Champa Gupta via WHATSAPP in relation to CASE-0249.
GT-0252,PERSON-0593,PERSON-0462,CONTACTED,1,CASE-0565,Synthetic telecommunication record: PERSON-0593 Kavita Chakraborty contacted PERSON-0462 Abhishek Mittal via SMS in relation to CASE-0565.
GT-0253,PERSON-0589,PERSON-0903,CONTACTED,1,CASE-0464,Synthetic telecommunication record: PERSON-0589 Pradeep Khan contacted PERSON-0903 Sachin Goyal via SMS in relation to CASE-0464.
GT-0254,PERSON-0271,PERSON-0018,CONTACTED,1,CASE-0840,Synthetic telecommunication record: PERSON-0271 Shobha Chatterjee contacted PERSON-0018 Hemant Ahmed via WHATSAPP in relation to CASE-0840.
GT-0255,PERSON-0230,PERSON-0049,CONTACTED,1,CASE-0300,Synthetic telecommunication record: PERSON-0230 Sunil Mittal contacted PERSON-0049 Suresh Ahmed via SMS in relation to CASE-0300.
GT-0256,PERSON-0431,PERSON-0132,CONTACTED,1,CASE-1026,Synthetic telecommunication record: PERSON-0431 Vijay Mehta contacted PERSON-0132 Anil Bose via ENCRYPTED_CALL in relation to CASE-1026.
GT-0257,PERSON-0590,PERSON-0686,CONTACTED,1,CASE-0448,Synthetic telecommunication record: PERSON-0590 Pankaj Qureshi contacted PERSON-0686 Reena Roy via SMS in relation to CASE-0448.
GT-0258,PERSON-0256,PERSON-0162,CONTACTED,1,CASE-0205,Synthetic telecommunication record: PERSON-0256 Manju Chatterjee contacted PERSON-0162 Pawan Pandey via PHONE_CALL in relation to CASE-0205.
GT-0259,PERSON-0916,PERSON-0779,CONTACTED,1,CASE-0017,Synthetic telecommunication record: PERSON-0916 Naveen Tiwari contacted PERSON-0779 Deepak Ghosh via ENCRYPTED_CALL in relation to CASE-0017.
GT-0260,PERSON-0063,PERSON-0708,CONTACTED,1,CASE-0265,Synthetic telecommunication record: PERSON-0063 Sumit Mehta contacted PERSON-0708 Nitin Bose via WHATSAPP in relation to CASE-0265.
GT-0261,PERSON-0882,PERSON-0491,CONTACTED,1,CASE-0236,Synthetic telecommunication record: PERSON-0882 Shobha Chatterjee contacted PERSON-0491 Kamla Kaur via PHONE_CALL in relation to CASE-0236.
GT-0262,PERSON-0335,PERSON-0309,CONTACTED,1,CASE-0981,Synthetic telecommunication record: PERSON-0335 Naveen Verma contacted PERSON-0309 Rekha Kumar via SMS in relation to CASE-0981.
GT-0263,PERSON-0294,PERSON-0646,CONTACTED,1,CASE-0395,Synthetic telecommunication record: PERSON-0294 Harish Sharma contacted PERSON-0646 Rakesh Bhattacharya via ENCRYPTED_CALL in relation to CASE-0395.
