transaction_id,case_id,source_person_id,target_person_id,source_account_id,target_account_id,amount,description
TXN-0149,CASE-0526,PERSON-0314,PERSON-0251,BANK-0314,BANK-0251,150000,Synthetic transaction record: PERSON-0314 transferred INR 150000 to PERSON-0251 linked to CASE-0526.
TXN-0150,CASE-0111,PERSON-0149,PERSON-0845,BANK-0149,BANK-0395,50000,Synthetic transaction record: PERSON-0149 transferred INR 50000 to PERSON-0845 linked to CASE-0111.
TXN-0151,CASE-0618,PERSON-0301,PERSON-0878,BANK-0301,BANK-0428,50000,Synthetic transaction record: PERSON-0301 transferred INR 50000 to PERSON-0878 linked to CASE-0618.
TXN-0152,CASE-0377,PERSON-0370,PERSON-0148,BANK-0370,BANK-0148,25000,Synthetic transaction record: PERSON-0370 transferred INR 25000 to PERSON-0148 linked to CASE-0377.
TXN-0153,CASE-0814,PERSON-0016,PERSON-0148,BANK-0016,BANK-0148,75000,Synthetic transaction record: PERSON-0016 transferred INR 75000 to PERSON-0148 linked to CASE-0814.
TXN-0154,CASE-0371,PERSON-0220,PERSON-0934,BANK-0220,BANK-0034,250000,Synthetic transaction record: PERSON-0220 transferred INR 250000 to PERSON-0934 linked to CASE-0371.
TXN-0155,CASE-0553,PERSON-0774,PERSON-0085,BANK-0324,BANK-0085,50000,Synthetic transaction record: PERSON-0774 transferred INR 50000 to PERSON-0085 linked to CASE-0553.
TXN-0156,CASE-0035,PERSON-0598,PERSON-0279,BANK-0148,BANK-0279,75000,Synthetic transaction record: PERSON-0598 transferred INR 75000 to PERSON-0279 linked to CASE-0035.
TXN-0157,CASE-0914,PERSON-0817,PERSON-0863,BANK-0367,BANK-0413,150000,Synthetic transaction record: PERSON-0817 transferred INR 150000 to PERSON-0863 linked to CASE-0914.
TXN-0158,CASE-0370,PERSON-0385,PERSON-0632,BANK-0385,BANK-0182,25000,Synthetic transaction record: PERSON-0385 transferred INR 25000 to PERSON-0632 linked to CASE-0370.
TXN-0159,CASE-0427,PERSON-0691,PERSON-0188,BANK-0241,BANK-0188,150000,Synthetic transaction record: PERSON-0691 transferred INR 150000 to PERSON-0188 linked to CASE-0427.
TXN-0160,CASE-0724,PERSON-0324,PERSON-0097,BANK-0324,BANK-0097,50000,Synthetic transaction record: PERSON-0324 transferred INR 50000 to PERSON-0097 linked to CASE-0724.
TXN-0161,CASE-0268,PERSON-0482,PERSON-0419,BANK-0032,BANK-0419,25000,Synthetic transaction record: PERSON-0482 transferred INR 25000 to PERSON-0419 linked to CASE-0268.
TXN-0162,CASE-0954,PERSON-0618,PERSON-0838,BANK-0168,BANK-0388,75000,Synthetic transaction record: PERSON-0618 transferred INR 75000 to PERSON-0838 linked to CASE-0954.
TXN-0163,CASE-1142,PERSON-0025,PERSON-0994,BANK-0025,BANK-0094,500000,Synthetic transaction record: PERSON-0025 transferred INR 500000 to PERSON-0994 linked to CASE-1142.
TXN-0164,CASE-0275,PERSON-0277,PERSON-0971,BANK-0277,BANK-0071,75000,Synthetic transaction record: PERSON-0277 transferred INR 75000 to PERSON-0971 linked to CASE-0275.
TXN-0165,CASE-0736,PERSON-0599,PERSON-0554,BANK-0149,BANK-0104,75000,Synthetic transaction record: PERSON-0599 transferred INR 75000 to PERSON-0554 linked to CASE-0736.
TXN-0166,CASE-0230,PERSON-0392,PERSON-0038,BANK-0392,BANK-0038,50000,Synthetic transaction record: PERSON-0392 transferred INR 50000 to PERSON-0038 linked to CASE-0230.
TXN-0167,CASE-0217,PERSON-0109,PERSON-0589,BANK-0109,BANK-0139,500000,Synthetic transaction record: PERSON-0109 transferred INR 500000 to PERSON-0589 linked to CASE-0217.
TXN-0168,CASE-0227,PERSON-0328,PERSON-0979,BANK-0328,BANK-0079,250000,Synthetic transaction record: PERSON-0328 transferred INR 250000 to PERSON-0979 linked to CASE-0227.
TXN-0169,CASE-1191,PERSON-0945,PERSON-0862,BANK-0045,BANK-0412,25000,Synthetic transaction record: PERSON-0945 transferred INR 25000 to PERSON-0862 linked to CASE-1191.
TXN-0170,CASE-0350,PERSON-0825,PERSON-0441,BANK-0375,BANK-0441,250000,Synthetic transaction record: PERSON-0825 transferred INR 250000 to PERSON-0441 linked to CASE-0350.
TXN-0171,CASE-0829,PERSON-0776,PERSON-0720,BANK-0326,BANK-0270,75000,Synthetic transaction record: PERSON-0776 transferred INR 75000 to PERSON-0720 linked to CASE-0829.
TXN-0172,CASE-1243,PERSON-0822,PERSON-0549,BANK-0372,BANK-0099,150000,Synthetic transaction record: PERSON-0822 transferred INR 150000 to PERSON-0549 linked to CASE-1243.
TXN-0173,CASE-0523,PERSON-0491,PERSON-0570,BANK-0041,BANK-0120,150000,Synthetic transaction record: PERSON-0491 transferred INR 150000 to PERSON-0570 linked to CASE-0523.
TXN-0174,CASE-1053,PERSON-0691,PERSON-0432,BANK-0241,BANK-0432,50000,Synthetic transaction record: PERSON-0691 transferred INR 50000 to PERSON-0432 linked to CASE-1053.
TXN-0175,CASE-0439,PERSON-0475,PERSON-0389,BANK-0025,BANK-0389,25000,Synthetic transaction record: PERSON-0475 transferred INR 25000 to PERSON-0389 linked to CASE-0439.
TXN-0176,CASE-0020,PERSON-0513,PERSON-0539,BANK-0063,BANK-0089,75000,Synthetic transaction record: PERSON-0513 transferred INR 75000 to PERSON-0539 linked to CASE-0020.
TXN-0177,CASE-0639,PERSON-0468,PERSON-0266,BANK-0018,BANK-0266,25000,Synthetic transaction record: PERSON-0468 transferred INR 25000 to PERSON-0266 linked to CASE-0639.
TXN-0178,CASE-1047,PERSON-0768,PERSON-0237,BANK-0318,BANK-0237,150000,Synthetic transaction record: PERSON-0768 transferred INR 150000 to PERSON-0237 linked to CASE-1047.
TXN-0179,CASE-1142,PERSON-1000,PERSON-0091,BANK-0100,BANK-0091,250000,Synthetic transaction record: PERSON-1000 transferred INR 250000 to PERSON-0091 linked to CASE-1142.
TXN-0180,CASE-0225,PERSON-0586,PERSON-0034,BANK-0136,BANK-0034,150000,Synthetic transaction record: PERSON-0586 transferred INR 150000 to PERSON-0034 linked to CASE-0225.
TXN-0181,CASE-0598,PERSON-0635,PERSON-0867,BANK-0185,BANK-0417,250000,Synthetic transaction record: PERSON-0635 transferred INR 250000 to PERSON-0867 linked to CASE-0598.
TXN-0182,CASE-0268,PERSON-0088,PERSON-0448,BANK-0088,BANK-0448,75000,Synthetic transaction record: PERSON-0088 transferred INR 75000 to PERSON-0448 linked to CASE-0268.
TXN-0183,CASE-0090,PERSON-0052,PERSON-0414,BANK-0052,BANK-0414,250000,Synthetic transaction record: PERSON-0052 transferred INR 250000 to PERSON-0414 linked to CASE-0090.
TXN-0184,CASE-1084,PERSON-0956,PERSON-0844,BANK-0056,BANK-0394,50000,Synthetic transaction record: PERSON-0956 transferred INR 50000 to PERSON-0844 linked to CASE-1084.
TXN-0185,CASE-0805,PERSON-0623,PERSON-0986,BANK-0173,BANK-0086,500000,Synthetic transaction record: PERSON-0623 transferred INR 500000 to PERSON-0986 linked to CASE-0805.
TXN-0186,CASE-0262,PERSON-0854,PERSON-0203,BANK-0404,BANK-0203,75000,Synthetic transaction record: PERSON-0854 transferred INR 75000 to PERSON-0203 linked to CASE-0262.
TXN-0187,CASE-0472,PERSON-0286,PERSON-0554,BANK-0286,BANK-0104,75000,Synthetic transaction record: PERSON-0286 transferred INR 75000 to PERSON-0554 linked to CASE-0472.
TXN-0188,CASE-1045,PERSON-0448,PERSON-0277,BANK-0448,BANK-0277,150000,Synthetic transaction record: PERSON-0448 transferred INR 150000 to PERSON-0277 linked to CASE-1045.
TXN-0189,CASE-0081,PERSON-0517,PERSON-0162,BANK-0067,BANK-0162,25000,Synthetic transaction record: PERSON-0517 transferred INR 25000 to PERSON-0162 linked to CASE-0081.
TXN-0190,CASE-0459,PERSON-0588,PERSON-0989,BANK-0138,BANK-0089,250000,Synthetic transaction record: PERSON-0588 transferred INR 250000 to PERSON-0989 linked to CASE-0459.
TXN-0191,CASE-0841,PERSON-0327,PERSON-0281,BANK-0327,BANK-0281,150000,Synthetic transaction record: PERSON-0327 transferred INR 150000 to PERSON-0281 linked to CASE-0841.
TXN-0192,CASE-0384,PERSON-0152,PERSON-0732,BANK-0152,BANK-0282,25000,Synthetic transaction record: PERSON-0152 transferred INR 25000 to PERSON-0732 linked to CASE-0384.
TXN-0193,CASE-0345,PERSON-0068,PERSON-0171,BANK-0068,BANK-0171,50000,Synthetic transaction record: PERSON-0068 transferred INR 50000 to PERSON-0171 linked to CASE-0345.
TXN-0194,CASE-1007,PERSON-0703,PERSON-0962,BANK-0253,BANK-0062,500000,Synthetic transaction record: PERSON-0703 transferred INR 500000 to PERSON-0962 linked to CASE-1007.
TXN-0195,CASE-0304,PERSON-0888,PERSON-0015,BANK-0438,BANK-0015,75000,Synthetic transaction record: PERSON-0888 transferred INR 75000 to PERSON-0015 linked to CASE-0304.
TXN-0196,CASE-0674,PERSON-0002,PERSON-0900,BANK-0002,BANK-0450,50000,Synthetic transaction record: PERSON-0002 transferred INR 50000 to PERSON-0900 linked to CASE-0674.
TXN-0197,CASE-0447,PERSON-0003,PERSON-0063,BANK-0003,BANK-0063,25000,Synthetic transaction record: PERSON-0003 transferred INR 25000 to PERSON-0063 linked to CASE-0447.
TXN-0198,CASE-0038,PERSON-0562,PERSON-0532,BANK-0112,BANK-0082,150000,Synthetic transaction record: PERSON-0562 transferred INR 150000 to PERSON-0532 linked to CASE-0038.
TXN-0199,CASE-0510,PERSON-0813,PERSON-0299,BANK-0363,BANK-0299,500000,Synthetic transaction record: PERSON-0813 transferred INR 500000 to PERSON-0299 linked to CASE-0510.
TXN-0200,CASE-0826,PERSON-0465,PERSON-0246,BANK-0015,BANK-0246,250000,Synthetic transaction record: PERSON-0465 transferred INR 250000 to PERSON-0246 linked to CASE-0826.
TXN-0201,CASE-0228,PERSON-0627,PERSON-0005,BANK-0177,BANK-0005,25000,Synthetic transaction record: PERSON-0627 transferred INR 25000 to PERSON-0005 linked to CASE-0228.
TXN-0202,CASE-1058,PERSON-0534,PERSON-0586,BANK-0084,BANK-0136,250000,Synthetic transaction record: PERSON-0534 transferred INR 250000 to PERSON-0586 linked to CASE-1058.
TXN-0203,CASE-0185,PERSON-0125,PERSON-0259,BANK-0125,BANK-0259,25000,Synthetic transaction record: PERSON-0125 transferred INR 25000 to PERSON-0259 linked to CASE-0185.
TXN-0204,CASE-0832,PERSON-0818,PERSON-0003,BANK-0368,BANK-0003,25000,Synthetic transaction record: PERSON-0818 transferred INR 25000 to PERSON-0003 linked to CASE-0832.
TXN-0205,CASE-1188,PERSON-0978,PERSON-0877,BANK-0078,BANK-0427,25000,Synthetic transaction record: PERSON-0978 transferred INR 25000 to PERSON-0877 linked to CASE-1188.
TXN-0206,CASE-0788,PERSON-0582,PERSON-0772,BANK-0132,BANK-0322,500000,Synthetic transaction record: PERSON-0582 transferred INR 500000 to PERSON-0772 linked to CASE-0788.
TXN-0207,CASE-0312,PERSON-0841,PERSON-0241,BANK-0391,BANK-0241,50000,Synthetic transaction record: PERSON-0841 transferred INR 50000 to PERSON-0241 linked to CASE-0312.
TXN-0208,CASE-1013,PERSON-0207,PERSON-0957,BANK-0207,BANK-0057,150000,Synthetic transaction record: PERSON-0207 transferred INR 150000 to PERSON-0957 linked to CASE-1013.
TXN-0209,CASE-1192,PERSON-0690,PERSON-0545,BANK-0240,BANK-0095,250000,Synthetic transaction record: PERSON-0690 transferred INR 250000 to PERSON-0545 linked to CASE-1192.
TXN-0210,CASE-0942,PERSON-0758,PERSON-0734,BANK-0308,BANK-0284,250000,Synthetic transaction record: PERSON-0758 transferred INR 250000 to PERSON-0734 linked to CASE-0942.
TXN-0211,CASE-0092,PERSON-0398,PERSON-0010,BANK-0398,BANK-0010,250000,Synthetic transaction record: PERSON-0398 transferred INR 250000 to PERSON-0010 linked to CASE-0092.
TXN-0212,CASE-0690,PERSON-0308,PERSON-0557,BANK-0308,BANK-0107,25000,Synthetic transaction record: PERSON-0308 transferred INR 25000 to PERSON-0557 linked to CASE-0690.
TXN-0213,CASE-1122,PERSON-0436,PERSON-0492,BANK-0436,BANK-0042,75000,Synthetic transaction record: PERSON-0436 transferred INR 75000 to PERSON-0492 linked to CASE-1122.
TXN-0214,CASE-0796,PERSON-0251,PERSON-0042,BANK-0251,BANK-0042,25000,Synthetic transaction record: PERSON-0251 transferred INR 25000 to PERSON-0042 linked to CASE-0796.
TXN-0215,CASE-0048,PERSON-0944,PERSON-0612,BANK-0044,BANK-0162,250000,Synthetic transaction record: PERSON-0944 transferred INR 250000 to PERSON-0612 linked to CASE-0048.
TXN-0216,CASE-1055,PERSON-0284,PERSON-0701,BANK-0284,BANK-0251,50000,Synthetic transaction record: PERSON-0284 transferred INR 50000 to PERSON-0701 linked to CASE-1055.
TXN-0217,CASE-0511,PERSON-0445,PERSON-0122,BANK-0445,BANK-0122,25000,Synthetic transaction record: PERSON-0445 transferred INR 25000 to PERSON-0122 linked to CASE-0511.
TXN-0218,CASE-0501,PERSON-0976,PERSON-0457,BANK-0076,BANK-0007,25000,Synthetic transaction record: PERSON-0976 transferred INR 25000 to PERSON-0457 linked to CASE-0501.
TXN-0219,CASE-0197,PERSON-0536,PERSON-0904,BANK-0086,BANK-0004,25000,Synthetic transaction record: PERSON-0536 transferred INR 25000 to PERSON-0904 linked to CASE-0197.
TXN-0220,CASE-0652,PERSON-0095,PERSON-0679,BANK-0095,BANK-0229,250000,Synthetic transaction record: PERSON-0095 transferred INR 250000 to PERSON-0679 linked to CASE-0652.
TXN-0221,CASE-1138,PERSON-0662,PERSON-0379,BANK-0212,BANK-0379,500000,Synthetic transaction record: PERSON-0662 transferred INR 500000 to PERSON-0379 linked to CASE-1138.
TXN-0222,CASE-0531,PERSON-0338,PERSON-0514,BANK-0338,BANK-0064,50000,Synthetic transaction record: PERSON-0338 transferred INR 50000 to PERSON-0514 linked to CASE-0531.
TXN-0223,CASE-1175,PERSON-0986,PERSON-0825,BANK-0086,BANK-0375,75000,Synthetic transaction record: PERSON-0986 transferred INR 75000 to PERSON-0825 linked to CASE-1175.
TXN-0224,CASE-0308,PERSON-0997,PERSON-0019,BANK-0097,BANK-0019,50000,Synthetic transaction record: PERSON-0997 transferred INR 50000 to PERSON-0019 linked to CASE-0308.
TXN-0225,CASE-0533,PERSON-0825,PERSON-0869,BANK-0375,BANK-0419,500000,Synthetic transaction record: PERSON-0825 transferred INR 500000 to PERSON-0869 linked to CASE-0533.
TXN-0226,CASE-0025,PERSON-0071,PERSON-0372,BANK-0071,BANK-0372,50000,Synthetic transaction record: PERSON-0071 transferred INR 50000 to PERSON-0372 linked to CASE-0025.
TXN-0227,CASE-0664,PERSON-0781,PERSON-0245,BANK-0331,BANK-0245,75000,Synthetic transaction record: PERSON-0781 transferred INR 75000 to PERSON-0245 linked to CASE-0664.
TXN-0228,CASE-0846,PERSON-0421,PERSON-0031,BANK-0421,BANK-0031,150000,Synthetic transaction record: PERSON-0421 transferred INR 150000 to PERSON-0031 linked to CASE-0846.
TXN-0229,CASE-0659,PERSON-0385,PERSON-0967,BANK-0385,BANK-0067,250000,Synthetic transaction record: PERSON-0385 transferred INR 250000 to PERSON-0967 linked to CASE-0659.
TXN-0230,CASE-1244,PERSON-0612,PERSON-0257,BANK-0162,BANK-0257,75000,Synthetic transaction record: PERSON-0612 transferred INR 75000 to PERSON-0257 linked to CASE-1244.
TXN-0231,CASE-1192,PERSON-0912,PERSON-0721,BANK-0012,BANK-0271,75000,Synthetic transaction record: PERSON-0912 transferred INR 75000 to PERSON-0721 linked to CASE-1192.
TXN-0232,CASE-0829,PERSON-0443,PERSON-0453,BANK-0443,BANK-0003,50000,Synthetic transaction record: PERSON-0443 transferred INR 50000 to PERSON-0453 linked to CASE-0829.
TXN-0233,CASE-0110,PERSON-0098,PERSON-0060,BANK-0098,BANK-0060,250000,Synthetic transaction record: PERSON-0098 transferred INR 250000 to PERSON-0060 linked to CASE-0110.
TXN-0234,CASE-0283,PERSON-0274,PERSON-0903,BANK-0274,BANK-0003,500000,Synthetic transaction record: PERSON-0274 transferred INR 500000 to PERSON-0903 linked to CASE-0283.
TXN-0235,CASE-0033,PERSON-0830,PERSON-0143,BANK-0380,BANK-0143,500000,Synthetic transaction record: PERSON-0830 transferred INR 500000 to PERSON-0143 linked to CASE-0033.
TXN-0236,CASE-1105,PERSON-0933,PERSON-0094,BANK-0033,BANK-0094,500000,Synthetic transaction record: PERSON-0933 transferred INR 500000 to PERSON-0094 linked to CASE-1105.
TXN-0237,CASE-1039,PERSON-0156,PERSON-0943,BANK-0156,BANK-0043,50000,Synthetic transaction record: PERSON-0156 transferred INR 50000 to PERSON-0943 linked to CASE-1039.
TXN-0238,CASE-0456,PERSON-0526,PERSON-0458,BANK-0076,BANK-0008,250000,Synthetic transaction record: PERSON-0526 transferred INR 250000 to PERSON-0458 linked to CASE-0456.
TXN-0239,CASE-0592,PERSON-0992,PERSON-0002,BANK-0092,BANK-0002,50000,Synthetic transaction record: PERSON-0992 transferred INR 50000 to PERSON-0002 linked to CASE-0592.
TXN-0240,CASE-0801,PERSON-0145,PERSON-0035,BANK-0145,BANK-0035,250000,Synthetic transaction record: PERSON-0145 transferred INR 250000 to PERSON-0035 linked to CASE-0801.
TXN-0241,CASE-0710,PERSON-0513,PERSON-0909,BANK-0063,BANK-0009,25000,Synthetic transaction record: PERSON-0513 transferred INR 25000 to PERSON-0909 linked to CASE-0710.
TXN-0242,CASE-1018,PERSON-0269,PERSON-0706,BANK-0269,BANK-0256,75000,Synthetic transaction record: PERSON-0269 transferred INR 75000 to PERSON-0706 linked to CASE-1018.
TXN-0243,CASE-0279,PERSON-0479,PERSON-0233,BANK-0029,BANK-0233,75000,Synthetic transaction record: PERSON-0479 transferred INR 75000 to PERSON-0233 linked to CASE-0279.
TXN-0244,CASE-0395,PERSON-0422,PERSON-0320,BANK-0422,BANK-0320,50000,Synthetic transaction record: PERSON-0422 transferred INR 50000 to PERSON-0320 linked to CASE-0395.
TXN-0245,CASE-0456,PERSON-0353,PERSON-0466,BANK-0353,BANK-0016,25000,Synthetic transaction record: PERSON-0353 transferred INR 25000 to PERSON-0466 linked to CASE-0456.
TXN-0246,CASE-0018,PERSON-0302,PERSON-0090,BANK-0302,BANK-0090,50000,Synthetic transaction record: PERSON-0302 transferred INR 50000 to PERSON-0090 linked to CASE-0018.
TXN-0247,CASE-0194,PERSON-0791,PERSON-0574,BANK-0341,BANK-0124,50000,Synthetic transaction record: PERSON-0791 transferred INR 50000 to PERSON-0574 linked to CASE-0194.
TXN-0248,CASE-1130,PERSON-0719,PERSON-0340,BANK-0269,BANK-0340,25000,Synthetic transaction record: PERSON-0719 transferred INR 25000 to PERSON-0340 linked to CASE-1130.
TXN-0249,CASE-1125,PERSON-0119,PERSON-0704,BANK-0119,BANK-0254,150000,Synthetic transaction record: PERSON-0119 transferred INR 150000 to PERSON-0704 linked to CASE-1125.
TXN-0250,CASE-0143,PERSON-0644,PERSON-0181,BANK-0194,BANK-0181,500000,Synthetic transaction record: PERSON-0644 transferred INR 500000 to PERSON-0181 linked to CASE-0143.
TXN-0251,CASE-0671,PERSON-0355,PERSON-0579,BANK-0355,BANK-0129,25000,Synthetic transaction record: PERSON-0355 transferred INR 25000 to PERSON-0579 linked to CASE-0671.
TXN-0252,CASE-0588,PERSON-0682,PERSON-0888,BANK-0232,BANK-0438,150000,Synthetic transaction record: PERSON-0682 transferred INR 150000 to PERSON-0888 linked to CASE-0588.
TXN-0253,CASE-0235,PERSON-0905,PERSON-0033,BANK-0005,BANK-0033,25000,Synthetic transaction record: PERSON-0905 transferred INR 25000 to PERSON-0033 linked to CASE-0235.
TXN-0254,CASE-0952,PERSON-0617,PERSON-0178,BANK-0167,BANK-0178,50000,Synthetic transaction record: PERSON-0617 transferred INR 50000 to PERSON-0178 linked to CASE-0952.
TXN-0255,CASE-0114,PERSON-0271,PERSON-0437,BANK-0271,BANK-0437,150000,Synthetic transaction record: PERSON-0271 transferred INR 150000 to PERSON-0437 linked to CASE-0114.
TXN-0256,CASE-0049,PERSON-0056,PERSON-0088,BANK-0056,BANK-0088,50000,Synthetic transaction record: PERSON-0056 transferred INR 50000 to PERSON-0088 linked to CASE-0049.
TXN-0257,CASE-1151,PERSON-0249,PERSON-0535,BANK-0249,BANK-0085,50000,Synthetic transaction record: PERSON-0249 transferred INR 50000 to PERSON-0535 linked to CASE-1151.
TXN-0258,CASE-0939,PERSON-0089,PERSON-0031,BANK-0089,BANK-0031,25000,Synthetic transaction record: PERSON-0089 transferred INR 25000 to PERSON-0031 linked to CASE-0939.
TXN-0259,CASE-0360,PERSON-0206,PERSON-0926,BANK-0206,BANK-0026,50000,Synthetic transaction record: PERSON-0206 transferred INR 50000 to PERSON-0926 linked to CASE-0360.
TXN-0260,CASE-1163,PERSON-0753,PERSON-0948,BANK-0303,BANK-0048,500000,Synthetic transaction record: PERSON-0753 transferred INR 500000 to PERSON-0948 linked to CASE-1163.
TXN-0261,CASE-0875,PERSON-0071,PERSON-0360,BANK-0071,BANK-0360,25000,Synthetic transaction record: PERSON-0071 transferred INR 25000 to PERSON-0360 linked to CASE-0875.
TXN-0262,CASE-0257,PERSON-0031,PERSON-0671,BANK-0031,BANK-0221,75000,Synthetic transaction record: PERSON-0031 transferred INR 75000 to PERSON-0671 linked to CASE-0257.
TXN-0263,CASE-1091,PERSON-0733,PERSON-0384,BANK-0283,BANK-0384,25000,Synthetic transaction record: PERSON-0733 transferred INR 25000 to PERSON-0384 linked to CASE-1091.
TXN-0264,CASE-1020,PERSON-0754,PERSON-0440,BANK-0304,BANK-0440,150000,Synthetic transaction record: PERSON-0754 transferred INR 150000 to PERSON-0440 linked to CASE-1020.
TXN-0265,CASE-0666,PERSON-0230,PERSON-0979,BANK-0230,BANK-0079,500000,Synthetic transaction record: PERSON-0230 transferred INR 500000 to PERSON-0979 linked to CASE-0666.
TXN-0266,CASE-0530,PERSON-0320,PERSON-0391,BANK-0320,BANK-0391,500000,Synthetic transaction record: PERSON-0320 transferred INR 500000 to PERSON-0391 linked to CASE-0530.
TXN-0267,CASE-0095,PERSON-0994,PERSON-0897,BANK-0094,BANK-0447,75000,Synthetic transaction record: PERSON-0994 transferred INR 75000 to PERSON-0897 linked to CASE-0095.
TXN-0268,CASE-0364,PERSON-0916,PERSON-0148,BANK-0016,BANK-0148,150000,Synthetic transaction record: PERSON-0916 transferred INR 150000 to PERSON-0148 linked to CASE-0364.
TXN-0269,CASE-0859,PERSON-0225,PERSON-0873,BANK-0225,BANK-0423,500000,Synthetic transaction record: PERSON-0225 transferred INR 500000 to PERSON-0873 linked to CASE-0859.
TXN-0270,CASE-0615,PERSON-0393,PERSON-0846,BANK-0393,BANK-0396,25000,Synthetic transaction record: PERSON-0393 transferred INR 25000 to PERSON-0846 linked to CASE-0615.
TXN-0271,CASE-0220,PERSON-0637,PERSON-0091,BANK-0187,BANK-0091,75000,Synthetic transaction record: PERSON-0637 transferred INR 75000 to PERSON-0091 linked to CASE-0220.
TXN-0272,CASE-0485,PERSON-0008,PERSON-0375,BANK-0008,BANK-0375,150000,Synthetic transaction record: PERSON-0008 transferred INR 150000 to PERSON-0375 linked to CASE-0485.
TXN-0273,CASE-0420,PERSON-0988,PERSON-0750,BANK-0088,BANK-0300,75000,Synthetic transaction record: PERSON-0988 transferred INR 75000 to PERSON-0750 linked to CASE-0420.
TXN-0274,CASE-1008,PERSON-0866,PERSON-0153,BANK-0416,BANK-0153,75000,Synthetic transaction record: PERSON-0866 transferred INR 75000 to PERSON-0153 linked to CASE-1008.
TXN-0275,CASE-0482,PERSON-0359,PERSON-0572,BANK-0359,BANK-0122,150000,Synthetic transaction record: PERSON-0359 transferred INR 150000 to PERSON-0572 linked to CASE-0482.
TXN-0276,CASE-0171,PERSON-0503,PERSON-0420,BANK-0053,BANK-0420,250000,Synthetic transaction record: PERSON-0503 transferred INR 250000 to PERSON-0420 linked to CASE-0171.
TXN-0277,CASE-0347,PERSON-0168,PERSON-0963,BANK-0168,BANK-0063,75000,Synthetic transaction record: PERSON-0168 transferred INR 75000 to PERSON-0963 linked to CASE-0347.
TXN-0278,CASE-0208,PERSON-0768,PERSON-0696,BANK-0318,BANK-0246,50000,Synthetic transaction record: PERSON-0768 transferred INR 50000 to PERSON-0696 linked to CASE-0208.
TXN-0279,CASE-0940,PERSON-0685,PERSON-0976,BANK-0235,BANK-0076,50000,Synthetic transaction record: PERSON-0685 transferred INR 50000 to PERSON-0976 linked to CASE-0940.
TXN-0280,CASE-0808,PERSON-0464,PERSON-0004,BANK-0014,BANK-0004,250000,Synthetic transaction record: PERSON-0464 transferred INR 250000 to PERSON-0004 linked to CASE-0808.
TXN-0281,CASE-0803,PERSON-0868,PERSON-0429,BANK-0418,BANK-0429,500000,Synthetic transaction record: PERSON-0868 transferred INR 500000 to PERSON-0429 linked to CASE-0803.
TXN-0282,CASE-0794,PERSON-0958,PERSON-0360,BANK-0058,BANK-0360,500000,Synthetic transaction record: PERSON-0958 transferred INR 500000 to PERSON-0360 linked to CASE-0794.
TXN-0283,CASE-0820,PERSON-0976,PERSON-0157,BANK-0076,BANK-0157,50000,Synthetic transaction record: PERSON-0976 transferred INR 50000 to PERSON-0157 linked to CASE-0820.
TXN-0284,CASE-0566,PERSON-0079,PERSON-0980,BANK-0079,BANK-0080,250000,Synthetic transaction record: PERSON-0079 transferred INR 250000 to PERSON-0980 linked to CASE-0566.
TXN-0285,CASE-0906,PERSON-0906,PERSON-0419,BANK-0006,BANK-0419,250000,Synthetic transaction record: PERSON-0906 transferred INR 250000 to PERSON-0419 linked to CASE-0906.
TXN-0286,CASE-0906,PERSON-0523,PERSON-0877,BANK-0073,BANK-0427,75000,Synthetic transaction record: PERSON-0523 transferred INR 75000 to PERSON-0877 linked to CASE-0906.
TXN-0287,CASE-0601,PERSON-0485,PERSON-0479,BANK-0035,BANK-0029,25000,Synthetic transaction record: PERSON-0485 transferred INR 25000 to PERSON-0479 linked to CASE-0601.
TXN-0288,CASE-0327,PERSON-0593,PERSON-0062,BANK-0143,BANK-0062,500000,Synthetic transaction record: PERSON-0593 transferred INR 500000 to PERSON-0062 linked to CASE-0327.
TXN-0289,CASE-0426,PERSON-0371,PERSON-0016,BANK-0371,BANK-0016,25000,Synthetic transaction record: PERSON-0371 transferred INR 25000 to PERSON-0016 linked to CASE-0426.
TXN-0290,CASE-0846,PERSON-0999,PERSON-0956,BANK-0099,BANK-0056,25000,Synthetic transaction record: PERSON-0999 transferred INR 25000 to PERSON-0956 linked to CASE-0846.
TXN-0291,CASE-1046,PERSON-0311,PERSON-0513,BANK-0311,BANK-0063,250000,Synthetic transaction record: PERSON-0311 transferred INR 250000 to PERSON-0513 linked to CASE-1046.
TXN-0292,CASE-0990,PERSON-0309,PERSON-0997,BANK-0309,BANK-0097,50000,Synthetic transaction record: PERSON-0309 transferred INR 50000 to PERSON-0997 linked to CASE-0990.
TXN-0293,CASE-0258,PERSON-0241,PERSON-0321,BANK-0241,BANK-0321,75000,Synthetic transaction record: PERSON-0241 transferred INR 75000 to PERSON-0321 linked to CASE-0258.
TXN-0294,CASE-0430,PERSON-0315,PERSON-0055,BANK-0315,BANK-0055,75000,Synthetic transaction record: PERSON-0315 transferred INR 75000 to PERSON-0055 linked to CASE-0430.
TXN-0295,CASE-0859,PERSON-0900,PERSON-0757,BANK-0450,BANK-0307,150000,Synthetic transaction record: PERSON-0900 transferred INR 150000 to PERSON-0757 linked to CASE-0859.
TXN-0296,CASE-1122,PERSON-0157,PERSON-0971,BANK-0157,BANK-0071,25000,Synthetic transaction record: PERSON-0157 transferred INR 25000 to PERSON-0971 linked to CASE-1122.
