txn_id,case_id,amount,description
ADV-TXN-0246,CASE-1212,23624.47,PERSON-0816 transferred 23624.47 INR to PERSON-0282 for contraband.
ADV-TXN-0247,CASE-0117,9603.86,PERSON-0463 transferred 9603.86 INR to PERSON-0039 for contraband.
ADV-TXN-0248,CASE-0185,32762.7,PERSON-0885 transferred 32762.7 INR to PERSON-0876 for contraband.
ADV-TXN-0249,CASE-0085,39299.4,PERSON-0568 transferred 39299.4 INR to PERSON-0978 for contraband.
ADV-TXN-0250,CASE-1240,32031.39,PERSON-0193 transferred 32031.39 INR to PERSON-0330 for contraband.
ADV-TXN-0251,CASE-0704,7348.53,PERSON-0831 transferred 7348.53 INR to PERSON-0921 for contraband.
ADV-TXN-0252,CASE-0900,26833.88,PERSON-0725 transferred 26833.88 INR to PERSON-0449 for contraband.
ADV-TXN-0253,CASE-0794,45733.86,PERSON-0940 transferred 45733.86 INR to PERSON-0290 for contraband.
ADV-TXN-0254,CASE-0686,22048.82,PERSON-0054 transferred 22048.82 INR to PERSON-0809 for contraband.
ADV-TXN-0255,CASE-1235,39964.37,PERSON-0742 transferred 39964.37 INR to PERSON-0873 for contraband.
ADV-TXN-0256,CASE-0717,46908.8,PERSON-0145 transferred 46908.8 INR to PERSON-0939 for contraband.
ADV-TXN-0257,CASE-1219,23574.91,PERSON-0402 transferred 23574.91 INR to PERSON-0133 for contraband.
ADV-TXN-0258,CASE-0673,10607.18,PERSON-0386 transferred 10607.18 INR to PERSON-0659 for contraband.
ADV-TXN-0259,CASE-1042,15815.78,PERSON-0687 transferred 15815.78 INR to PERSON-0434 for contraband.
ADV-TXN-0260,CASE-0996,14296.71,PERSON-0220 transferred 14296.71 INR to PERSON-0350 for contraband.
ADV-TXN-0261,CASE-0208,55107.19,PERSON-0303 transferred 55107.19 INR to PERSON-0865 for contraband.
ADV-TXN-0262,CASE-0078,40834.79,PERSON-0905 transferred 40834.79 INR to PERSON-0540 for contraband.
ADV-TXN-0263,CASE-0371,48270.98,PERSON-0158 transferred 48270.98 INR to PERSON-0167 for contraband.
ADV-TXN-0264,CASE-0747,63175.32,PERSON-0045 transferred 63175.32 INR to PERSON-0421 for contraband.
ADV-TXN-0265,CASE-0920,62935.8,PERSON-0626 transferred 62935.8 INR to PERSON-0292 for contraband.
ADV-TXN-0266,CASE-0398,32700.8,PERSON-0804 transferred 32700.8 INR to PERSON-0481 for contraband.
ADV-TXN-0267,CASE-0783,54013.47,PERSON-0289 transferred 54013.47 INR to PERSON-0797 for contraband.
ADV-TXN-0268,CASE-0284,57447.02,PERSON-0821 transferred 57447.02 INR to PERSON-0620 for contraband.
ADV-TXN-0269,CASE-0211,56069.96,PERSON-0568 transferred 56069.96 INR to PERSON-0957 for contraband.
ADV-TXN-0270,CASE-0329,13840.92,PERSON-0292 transferred 13840.92 INR to PERSON-0086 for contraband.
ADV-TXN-0271,CASE-0455,60828.32,PERSON-0448 transferred 60828.32 INR to PERSON-0094 for contraband.
ADV-TXN-0272,CASE-0812,64671.52,PERSON-0425 transferred 64671.52 INR to PERSON-0055 for contraband.
ADV-TXN-0273,CASE-0058,55350.58,PERSON-0384 transferred 55350.58 INR to PERSON-0230 for contraband.
ADV-TXN-0274,CASE-0300,46764.32,PERSON-0666 transferred 46764.32 INR to PERSON-0344 for contraband.
ADV-TXN-0275,CASE-0961,6140.23,PERSON-0143 transferred 6140.23 INR to PERSON-0778 for contraband.
ADV-TXN-0276,CASE-0307,41532.81,PERSON-0221 transferred 41532.81 INR to PERSON-0856 for contraband.
ADV-TXN-0277,CASE-0591,19306.37,PERSON-0434 transferred 19306.37 INR to PERSON-0114 for contraband.
ADV-TXN-0278,CASE-0937,40804.34,PERSON-0655 transferred 40804.34 INR to PERSON-0813 for contraband.
ADV-TXN-0279,CASE-1056,22476.32,PERSON-0017 transferred 22476.32 INR to PERSON-0648 for contraband.
ADV-TXN-0280,CASE-0723,44862.28,PERSON-0002 transferred 44862.28 INR to PERSON-0630 for contraband.
ADV-TXN-0281,CASE-0739,37644.92,PERSON-0088 transferred 37644.92 INR to PERSON-0537 for contraband.
ADV-TXN-0282,CASE-1135,7612.07,PERSON-0806 transferred 7612.07 INR to PERSON-0520 for contraband.
ADV-TXN-0283,CASE-0520,25688.15,PERSON-0397 transferred 25688.15 INR to PERSON-0383 for contraband.
ADV-TXN-0284,CASE-0213,13004.58,PERSON-0751 transferred 13004.58 INR to PERSON-0673 for contraband.
ADV-TXN-0285,CASE-0694,63849.15,PERSON-0361 transferred 63849.15 INR to PERSON-0560 for contraband.
ADV-TXN-0286,CASE-0374,7219.03,PERSON-0491 transferred 7219.03 INR to PERSON-0647 for contraband.
ADV-TXN-0287,CASE-0409,35923.02,PERSON-0207 transferred 35923.02 INR to PERSON-0045 for contraband.
ADV-TXN-0288,CASE-0970,22166.65,PERSON-0835 transferred 22166.65 INR to PERSON-0557 for contraband.
ADV-TXN-0289,CASE-0098,12468.5,PERSON-0883 transferred 12468.5 INR to PERSON-0800 for contraband.
ADV-TXN-0290,CASE-0820,25342.2,PERSON-0377 transferred 25342.2 INR to PERSON-0448 for contraband.
ADV-TXN-0291,CASE-1019,36156.55,PERSON-0192 transferred 36156.55 INR to PERSON-0509 for contraband.
ADV-TXN-0292,CASE-0870,37728.46,PERSON-0821 transferred 37728.46 INR to PERSON-0085 for contraband.
ADV-TXN-0293,CASE-0164,31754.95,PERSON-0329 transferred 31754.95 INR to PERSON-0106 for contraband.
ADV-TXN-0294,CASE-0342,7541.31,PERSON-0735 transferred 7541.31 INR to PERSON-0437 for contraband.
ADV-TXN-0295,CASE-0723,21473.32,PERSON-0891 transferred 21473.32 INR to PERSON-0934 for contraband.
ADV-TXN-0296,CASE-0118,26798.67,PERSON-0811 transferred 26798.67 INR to PERSON-0971 for contraband.
ADV-TXN-0297,CASE-0328,7087.94,PERSON-0821 transferred 7087.94 INR to PERSON-0768 for contraband.
ADV-TXN-0298,CASE-0751,41305.69,PERSON-0069 transferred 41305.69 INR to PERSON-0242 for contraband.
ADV-TXN-0299,CASE-0760,39435.31,PERSON-0696 transferred 39435.31 INR to PERSON-0461 for contraband.
ADV-TXN-0300,CASE-0816,62631.2,PERSON-0543 transferred 62631.2 INR to PERSON-0376 for contraband.
ADV-TXN-0301,CASE-0382,20706.6,PERSON-0027 transferred 20706.6 INR to PERSON-0754 for contraband.
ADV-TXN-0302,CASE-0914,22134.61,PERSON-0267 transferred 22134.61 INR to PERSON-0721 for contraband.
ADV-TXN-0303,CASE-0410,32122.56,PERSON-0939 transferred 32122.56 INR to PERSON-0503 for contraband.
ADV-TXN-0304,CASE-0912,63053.67,PERSON-0921 transferred 63053.67 INR to PERSON-0731 for contraband.
ADV-TXN-0305,CASE-0712,22421.74,PERSON-0328 transferred 22421.74 INR to PERSON-0684 for contraband.
ADV-TXN-0306,CASE-0323,47013.16,PERSON-0308 transferred 47013.16 INR to PERSON-0872 for contraband.
ADV-TXN-0307,CASE-0741,52523.94,PERSON-0179 transferred 52523.94 INR to PERSON-0813 for contraband.
ADV-TXN-0308,CASE-1012,33044.35,PERSON-0243 transferred 33044.35 INR to PERSON-0810 for contraband.
ADV-TXN-0309,CASE-0177,36541.74,PERSON-0565 transferred 36541.74 INR to PERSON-0133 for contraband.
ADV-TXN-0310,CASE-1178,43540.32,PERSON-0788 transferred 43540.32 INR to PERSON-0420 for contraband.
ADV-TXN-0311,CASE-1060,51066.9,PERSON-0461 transferred 51066.9 INR to PERSON-0478 for contraband.
ADV-TXN-0312,CASE-1030,54883.45,PERSON-0133 transferred 54883.45 INR to PERSON-0444 for contraband.
ADV-TXN-0313,CASE-0623,25761.38,PERSON-0531 transferred 25761.38 INR to PERSON-0157 for contraband.
ADV-TXN-0314,CASE-0582,43103.43,PERSON-0964 transferred 43103.43 INR to PERSON-0532 for contraband.
ADV-TXN-0315,CASE-0257,10605.7,PERSON-0565 transferred 10605.7 INR to PERSON-0282 for contraband.
ADV-TXN-0316,CASE-1213,44523.97,PERSON-0657 transferred 44523.97 INR to PERSON-0173 for contraband.
ADV-TXN-0317,CASE-1240,38817.08,PERSON-0738 transferred 38817.08 INR to PERSON-0924 for contraband.
ADV-TXN-0318,CASE-0059,44067.8,PERSON-0846 transferred 44067.8 INR to PERSON-0885 for contraband.
ADV-TXN-0319,CASE-0854,58339.81,PERSON-0786 transferred 58339.81 INR to PERSON-0586 for contraband.
ADV-TXN-0320,CASE-0619,22846.03,PERSON-0559 transferred 22846.03 INR to PERSON-0297 for contraband.
ADV-TXN-0321,CASE-0123,32866.53,PERSON-0075 transferred 32866.53 INR to PERSON-0706 for contraband.
ADV-TXN-0322,CASE-0295,24158.98,PERSON-0349 transferred 24158.98 INR to PERSON-0622 for contraband.
ADV-TXN-0323,CASE-0817,35898.81,PERSON-0882 transferred 35898.81 INR to PERSON-0354 for contraband.
ADV-TXN-0324,CASE-0496,19875.13,PERSON-0109 transferred 19875.13 INR to PERSON-0327 for contraband.
ADV-TXN-0325,CASE-0595,19896.22,PERSON-0100 transferred 19896.22 INR to PERSON-0052 for contraband.
ADV-TXN-0326,CASE-0328,16390.05,PERSON-0887 transferred 16390.05 INR to PERSON-0924 for contraband.
ADV-TXN-0327,CASE-1055,34842.22,PERSON-0164 transferred 34842.22 INR to PERSON-0511 for contraband.
ADV-TXN-0328,CASE-0806,17908.67,PERSON-0093 transferred 17908.67 INR to PERSON-0968 for contraband.
ADV-TXN-0329,CASE-0104,22144.9,PERSON-0362 transferred 22144.9 INR to PERSON-0050 for contraband.
ADV-TXN-0330,CASE-0221,48650.48,PERSON-0009 transferred 48650.48 INR to PERSON-0868 for contraband.
ADV-TXN-0331,CASE-0750,26751.43,PERSON-0783 transferred 26751.43 INR to PERSON-0413 for contraband.
ADV-TXN-0332,CASE-0792,21783.24,PERSON-0296 transferred 21783.24 INR to PERSON-0076 for contraband.
ADV-TXN-0333,CASE-0244,28634.22,PERSON-0639 transferred 28634.22 INR to PERSON-0697 for contraband.
ADV-TXN-0334,CASE-1143,16943.47,PERSON-0814 transferred 16943.47 INR to PERSON-0348 for contraband.
ADV-TXN-0335,CASE-1025,47815.51,PERSON-0522 transferred 47815.51 INR to PERSON-0412 for contraband.
ADV-TXN-0336,CASE-1064,13386.86,PERSON-0824 transferred 13386.86 INR to PERSON-0486 for contraband.
ADV-TXN-0337,CASE-0653,40623.48,PERSON-0954 transferred 40623.48 INR to PERSON-0628 for contraband.
ADV-TXN-0338,CASE-1044,33493.56,PERSON-0520 transferred 33493.56 INR to PERSON-0849 for contraband.
ADV-TXN-0339,CASE-0679,40022.13,PERSON-0018 transferred 40022.13 INR to PERSON-0378 for contraband.
ADV-TXN-0340,CASE-0055,48284.01,PERSON-0816 transferred 48284.01 INR to PERSON-0921 for contraband.
ADV-TXN-0341,CASE-0350,13866.54,PERSON-0598 transferred 13866.54 INR to PERSON-0492 for contraband.
ADV-TXN-0342,CASE-0065,11593.73,PERSON-0698 transferred 11593.73 INR to PERSON-0249 for contraband.
ADV-TXN-0343,CASE-0643,29622.64,PERSON-0020 transferred 29622.64 INR to PERSON-0452 for contraband.
ADV-TXN-0344,CASE-0966,48644.13,PERSON-0794 transferred 48644.13 INR to PERSON-0627 for contraband.
ADV-TXN-0345,CASE-1063,36528.63,PERSON-0723 transferred 36528.63 INR to PERSON-0142 for contraband.
ADV-TXN-0346,CASE-0355,25539.62,PERSON-0322 transferred 25539.62 INR to PERSON-0980 for contraband.
ADV-TXN-0347,CASE-0542,21740.38,PERSON-0363 transferred 21740.38 INR to PERSON-0693 for contraband.
ADV-TXN-0348,CASE-0610,46414.39,PERSON-0306 transferred 46414.39 INR to PERSON-0231 for contraband.
ADV-TXN-0349,CASE-0983,22267.36,PERSON-0501 transferred 22267.36 INR to PERSON-0325 for contraband.
ADV-TXN-0350,CASE-1113,28671.95,PERSON-0588 transferred 28671.95 INR to PERSON-0693 for contraband.
ADV-TXN-0351,CASE-0773,684.91,PERSON-0733 transferred 684.91 INR token settlement to PERSON-0434.
ADV-TXN-0352,CASE-1193,1502.01,PERSON-0613 transferred 1502.01 INR token settlement to PERSON-0491.
ADV-TXN-0353,CASE-0857,1859.11,PERSON-0519 transferred 1859.11 INR token settlement to PERSON-0946.
ADV-TXN-0354,CASE-0737,2254.09,PERSON-0810 transferred 2254.09 INR token settlement to PERSON-0992.
ADV-TXN-0355,CASE-1217,2095.45,PERSON-0832 transferred 2095.45 INR token settlement to PERSON-0550.
ADV-TXN-0356,CASE-0509,2144.0,PERSON-0088 transferred 2144.0 INR token settlement to PERSON-0112.
ADV-TXN-0357,CASE-0091,1908.05,PERSON-0364 transferred 1908.05 INR token settlement to PERSON-0171.
ADV-TXN-0358,CASE-0819,2917.03,PERSON-0661 transferred 2917.03 INR token settlement to PERSON-0694.
ADV-TXN-0359,CASE-0882,764.86,PERSON-0340 transferred 764.86 INR token settlement to PERSON-0989.
ADV-TXN-0360,CASE-0455,1776.69,PERSON-0101 transferred 1776.69 INR token settlement to PERSON-0265.
ADV-TXN-0361,CASE-1189,2219.16,PERSON-0532 transferred 2219.16 INR token settlement to PERSON-0572.
ADV-TXN-0362,CASE-0767,1477.84,PERSON-0227 transferred 1477.84 INR token settlement to PERSON-0457.
ADV-TXN-0363,CASE-1206,2226.09,PERSON-0791 transferred 2226.09 INR token settlement to PERSON-0696.
ADV-TXN-0364,CASE-0051,1706.93,PERSON-0155 transferred 1706.93 INR token settlement to PERSON-0354.
ADV-TXN-0365,CASE-0176,790.17,PERSON-0303 transferred 790.17 INR token settlement to PERSON-0426.
ADV-TXN-0366,CASE-0291,1370.82,PERSON-0964 transferred 1370.82 INR token settlement to PERSON-0748.
ADV-TXN-0367,CASE-0424,1802.79,PERSON-0352 transferred 1802.79 INR token settlement to PERSON-0467.
ADV-TXN-0368,CASE-0200,1595.41,PERSON-0357 transferred 1595.41 INR token settlement to PERSON-0488.
ADV-TXN-0369,CASE-0654,667.94,PERSON-0714 transferred 667.94 INR token settlement to PERSON-0464.
ADV-TXN-0370,CASE-0236,556.46,PERSON-0046 transferred 556.46 INR token settlement to PERSON-0830.
ADV-TXN-0371,CASE-0224,2192.85,PERSON-0352 transferred 2192.85 INR token settlement to PERSON-0664.
ADV-TXN-0372,CASE-0500,1789.98,PERSON-0169 transferred 1789.98 INR token settlement to PERSON-0953.
ADV-TXN-0373,CASE-0678,1899.62,PERSON-0566 transferred 1899.62 INR token settlement to PERSON-0164.
ADV-TXN-0374,CASE-0475,2494.39,PERSON-0982 transferred 2494.39 INR token settlement to PERSON-0474.
ADV-TXN-0375,CASE-0382,2101.2,PERSON-0645 transferred 2101.2 INR token settlement to PERSON-0189.
ADV-TXN-0376,CASE-0060,2343.47,PERSON-0443 transferred 2343.47 INR token settlement to PERSON-0406.
ADV-TXN-0377,CASE-0921,1980.51,PERSON-0905 transferred 1980.51 INR token settlement to PERSON-0203.
ADV-TXN-0378,CASE-0440,1014.46,PERSON-0399 transferred 1014.46 INR token settlement to PERSON-0005.
ADV-TXN-0379,CASE-0129,1943.37,PERSON-0771 transferred 1943.37 INR token settlement to PERSON-0721.
ADV-TXN-0380,CASE-1100,967.4,PERSON-0819 transferred 967.4 INR token settlement to PERSON-0893.
ADV-TXN-0381,CASE-0938,784.89,PERSON-0334 transferred 784.89 INR token settlement to PERSON-0202.
ADV-TXN-0382,CASE-1003,1819.29,PERSON-0687 transferred 1819.29 INR token settlement to PERSON-0884.
ADV-TXN-0383,CASE-1223,1471.6,PERSON-0655 transferred 1471.6 INR token settlement to PERSON-0321.
ADV-TXN-0384,CASE-0234,1369.81,PERSON-0402 transferred 1369.81 INR token settlement to PERSON-0602.
ADV-TXN-0385,CASE-0354,2534.35,PERSON-0866 transferred 2534.35 INR token settlement to PERSON-0469.
ADV-TXN-0386,CASE-0610,2796.71,PERSON-0723 transferred 2796.71 INR token settlement to PERSON-0820.
ADV-TXN-0387,CASE-0275,1282.96,PERSON-0605 transferred 1282.96 INR token settlement to PERSON-0087.
ADV-TXN-0388,CASE-0240,957.61,PERSON-0245 transferred 957.61 INR token settlement to PERSON-0313.
ADV-TXN-0389,CASE-1047,1471.16,PERSON-0711 transferred 1471.16 INR token settlement to PERSON-0145.
ADV-TXN-0390,CASE-1178,1459.27,PERSON-0611 transferred 1459.27 INR token settlement to PERSON-0142.
ADV-TXN-0391,CASE-1101,2233.58,PERSON-0191 transferred 2233.58 INR token settlement to PERSON-0499.
ADV-TXN-0392,CASE-0355,1887.28,PERSON-0661 transferred 1887.28 INR token settlement to PERSON-0954.
ADV-TXN-0393,CASE-0288,967.75,PERSON-0502 transferred 967.75 INR token settlement to PERSON-0296.
ADV-TXN-0394,CASE-0110,2663.81,PERSON-0863 transferred 2663.81 INR token settlement to PERSON-0462.
ADV-TXN-0395,CASE-0993,841.34,PERSON-0975 transferred 841.34 INR token settlement to PERSON-0010.
ADV-TXN-0396,CASE-1151,1763.6,PERSON-0835 transferred 1763.6 INR token settlement to PERSON-0394.
ADV-TXN-0397,CASE-1008,1539.08,PERSON-0507 transferred 1539.08 INR token settlement to PERSON-0419.
ADV-TXN-0398,CASE-1001,918.13,PERSON-0861 transferred 918.13 INR token settlement to PERSON-0455.
ADV-TXN-0399,CASE-0452,1230.22,PERSON-0579 transferred 1230.22 INR token settlement to PERSON-0032.
ADV-TXN-0400,CASE-1102,1221.68,PERSON-0282 transferred 1221.68 INR token settlement to PERSON-0231.
ADV-TXN-0401,CASE-1159,2356.3,PERSON-0800 transferred 2356.3 INR token settlement to PERSON-0469.
ADV-TXN-0402,CASE-1126,1777.01,PERSON-0785 transferred 1777.01 INR token settlement to PERSON-0508.
ADV-TXN-0403,CASE-0549,2437.78,PERSON-0587 transferred 2437.78 INR token settlement to PERSON-0117.
ADV-TXN-0404,CASE-1111,2556.53,PERSON-0844 transferred 2556.53 INR token settlement to PERSON-0376.
ADV-TXN-0405,CASE-0904,1865.88,PERSON-0043 transferred 1865.88 INR token settlement to PERSON-0779.
ADV-TXN-0406,CASE-0507,1244.27,PERSON-0436 transferred 1244.27 INR token settlement to PERSON-0105.
ADV-TXN-0407,CASE-0539,1371.44,PERSON-0034 transferred 1371.44 INR token settlement to PERSON-0461.
ADV-TXN-0408,CASE-0900,2663.23,PERSON-0837 transferred 2663.23 INR token settlement to PERSON-0090.
ADV-TXN-0409,CASE-0486,1024.7,PERSON-0121 transferred 1024.7 INR token settlement to PERSON-0795.
ADV-TXN-0410,CASE-0719,2652.62,PERSON-0756 transferred 2652.62 INR token settlement to PERSON-0603.
ADV-TXN-0411,CASE-0877,914.95,PERSON-0625 transferred 914.95 INR token settlement to PERSON-0648.
ADV-TXN-0412,CASE-0424,2533.82,PERSON-0143 transferred 2533.82 INR token settlement to PERSON-0804.
ADV-TXN-0413,CASE-1168,1377.04,PERSON-0825 transferred 1377.04 INR token settlement to PERSON-0061.
ADV-TXN-0414,CASE-1104,920.94,PERSON-0288 transferred 920.94 INR token settlement to PERSON-0612.
ADV-TXN-0415,CASE-0593,1931.84,PERSON-0721 transferred 1931.84 INR token settlement to PERSON-0300.
ADV-TXN-0416,CASE-1054,2963.72,PERSON-0976 transferred 2963.72 INR token settlement to PERSON-0879.
ADV-TXN-0417,CASE-0196,838.97,PERSON-0696 transferred 838.97 INR token settlement to PERSON-0835.
ADV-TXN-0418,CASE-0843,2796.92,PERSON-0769 transferred 2796.92 INR token settlement to PERSON-0805.
ADV-TXN-0419,CASE-0260,2253.57,PERSON-0284 transferred 2253.57 INR token settlement to PERSON-0888.
ADV-TXN-0420,CASE-0300,2278.49,PERSON-0136 transferred 2278.49 INR token settlement to PERSON-0256.
ADV-TXN-0421,CASE-0805,1723.65,PERSON-0849 transferred 1723.65 INR token settlement to PERSON-0254.
ADV-TXN-0422,CASE-0551,2069.53,PERSON-0592 transferred 2069.53 INR token settlement to PERSON-0648.
ADV-TXN-0423,CASE-0155,2084.07,PERSON-0385 transferred 2084.07 INR token settlement to PERSON-0463.
ADV-TXN-0424,CASE-0191,1507.13,PERSON-0902 transferred 1507.13 INR token settlement to PERSON-0788.
ADV-TXN-0425,CASE-0756,1636.74,PERSON-0768 transferred 1636.74 INR token settlement to PERSON-0285.
ADV-TXN-0426,CASE-1192,506.18,PERSON-0500 transferred 506.18 INR token settlement to PERSON-0336.
ADV-TXN-0427,CASE-0191,2327.33,PERSON-0793 transferred 2327.33 INR token settlement to PERSON-0868.
ADV-TXN-0428,CASE-0734,2625.27,PERSON-0470 transferred 2625.27 INR token settlement to PERSON-0651.
ADV-TXN-0429,CASE-0815,1044.57,PERSON-0815 transferred 1044.57 INR token settlement to PERSON-0548.
ADV-TXN-0430,CASE-0434,1736.79,PERSON-0440 transferred 1736.79 INR token settlement to PERSON-0845.
ADV-TXN-0431,CASE-0581,1344.39,PERSON-0331 transferred 1344.39 INR token settlement to PERSON-0849.
ADV-TXN-0432,CASE-1160,2631.06,PERSON-0592 transferred 2631.06 INR token settlement to PERSON-0134.
ADV-TXN-0433,CASE-0100,614.86,PERSON-0808 transferred 614.86 INR token settlement to PERSON-0352.
ADV-TXN-0434,CASE-0942,540.7,PERSON-0642 transferred 540.7 INR token settlement to PERSON-0803.
ADV-TXN-0435,CASE-0324,1603.21,PERSON-0952 transferred 1603.21 INR token settlement to PERSON-0879.
ADV-TXN-0436,CASE-0877,1005.8,PERSON-0001 transferred 1005.8 INR token settlement to PERSON-0982.
ADV-TXN-0437,CASE-0271,2705.37,PERSON-0706 transferred 2705.37 INR token settlement to PERSON-0932.
ADV-TXN-0438,CASE-0562,733.35,PERSON-0310 transferred 733.35 INR token settlement to PERSON-0163.
ADV-TXN-0439,CASE-0169,1429.61,PERSON-0370 transferred 1429.61 INR token settlement to PERSON-0257.
ADV-TXN-0440,CASE-0339,629.47,PERSON-0926 transferred 629.47 INR token settlement to PERSON-0665.
ADV-TXN-0441,CASE-0480,1573.08,PERSON-0641 transferred 1573.08 INR token settlement to PERSON-0313.
ADV-TXN-0442,CASE-0195,502.72,PERSON-0094 transferred 502.72 INR token settlement to PERSON-0721.
ADV-TXN-0443,CASE-0272,1984.2,PERSON-0489 transferred 1984.2 INR token settlement to PERSON-0080.
ADV-TXN-0444,CASE-0912,523.22,PERSON-0532 transferred 523.22 INR token settlement to PERSON-0697.
ADV-TXN-0445,CASE-0247,2970.39,PERSON-0713 transferred 2970.39 INR token settlement to PERSON-0352.
ADV-TXN-0446,CASE-0271,1694.25,PERSON-0433 transferred 1694.25 INR token settlement to PERSON-0711.
ADV-TXN-0447,CASE-0183,2326.91,PERSON-0235 transferred 2326.91 INR token settlement to PERSON-0393.
ADV-TXN-0448,CASE-0642,1418.9,PERSON-0105 transferred 1418.9 INR token settlement to PERSON-0106.
ADV-TXN-0449,CASE-0784,2433.65,PERSON-0307 transferred 2433.65 INR token settlement to PERSON-0141.
ADV-TXN-0450,CASE-0273,2103.94,PERSON-0772 transferred 2103.94 INR token settlement to PERSON-0896.
ADV-TXN-0451,CASE-1022,105918.75,PERSON-0663 transferred 105918.75 INR to PERSON-0303 for verified supplier invoice.
ADV-TXN-0452,CASE-0125,54035.45,PERSON-0564 transferred 54035.45 INR to PERSON-0491 for verified supplier invoice.
ADV-TXN-0453,CASE-0859,71913.25,PERSON-0393 transferred 71913.25 INR to PERSON-0141 for verified supplier invoice.
ADV-TXN-0454,CASE-1077,79863.64,PERSON-0906 transferred 79863.64 INR to PERSON-0817 for verified supplier invoice.
ADV-TXN-0455,CASE-0040,198304.58,PERSON-0822 transferred 198304.58 INR to PERSON-0557 for verified supplier invoice.
ADV-TXN-0456,CASE-0736,116749.51,PERSON-0801 transferred 116749.51 INR to PERSON-0731 for verified supplier invoice.
ADV-TXN-0457,CASE-0705,186028.32,PERSON-0801 transferred 186028.32 INR to PERSON-0497 for verified supplier invoice.
ADV-TXN-0458,CASE-0796,83269.71,PERSON-0515 transferred 83269.71 INR to PERSON-0330 for verified supplier invoice.
ADV-TXN-0459,CASE-1223,75043.23,PERSON-0027 transferred 75043.23 INR to PERSON-0327 for verified supplier invoice.
ADV-TXN-0460,CASE-0576,49374.6,PERSON-0918 transferred 49374.6 INR to PERSON-0831 for verified supplier invoice.
ADV-TXN-0461,CASE-0733,162694.75,PERSON-0484 transferred 162694.75 INR to PERSON-0543 for verified supplier invoice.
ADV-TXN-0462,CASE-0327,56021.49,PERSON-0239 transferred 56021.49 INR to PERSON-0998 for verified supplier invoice.
ADV-TXN-0463,CASE-0546,125390.33,PERSON-0673 transferred 125390.33 INR to PERSON-0247 for verified supplier invoice.
ADV-TXN-0464,CASE-0115,162247.96,PERSON-0811 transferred 162247.96 INR to PERSON-0940 for verified supplier invoice.
ADV-TXN-0465,CASE-1180,175440.81,PERSON-0971 transferred 175440.81 INR to PERSON-0225 for verified supplier invoice.
ADV-TXN-0466,CASE-0727,189632.97,PERSON-0817 transferred 189632.97 INR to PERSON-0398 for verified supplier invoice.
ADV-TXN-0467,CASE-0361,77848.18,PERSON-0866 transferred 77848.18 INR to PERSON-0178 for verified supplier invoice.
ADV-TXN-0468,CASE-0735,186236.8,PERSON-0326 transferred 186236.8 INR to PERSON-0826 for verified supplier invoice.
ADV-TXN-0469,CASE-0721,191609.4,PERSON-0029 transferred 191609.4 INR to PERSON-0721 for verified supplier invoice.
ADV-TXN-0470,CASE-1154,191738.96,PERSON-0578 transferred 191738.96 INR to PERSON-0146 for verified supplier invoice.
ADV-TXN-0471,CASE-1009,126739.94,PERSON-0857 transferred 126739.94 INR to PERSON-0830 for verified supplier invoice.
ADV-TXN-0472,CASE-0078,54441.18,PERSON-0180 transferred 54441.18 INR to PERSON-0503 for verified supplier invoice.
ADV-TXN-0473,CASE-0449,43188.48,PERSON-0239 transferred 43188.48 INR to PERSON-0617 for verified supplier invoice.
ADV-TXN-0474,CASE-0680,186863.39,PERSON-0490 transferred 186863.39 INR to PERSON-0001 for verified supplier invoice.
ADV-TXN-0475,CASE-0268,94521.45,PERSON-0207 transferred 94521.45 INR to PERSON-0826 for verified supplier invoice.
ADV-TXN-0476,CASE-0663,49528.95,PERSON-0182 transferred 49528.95 INR to PERSON-0941 for verified supplier invoice.
ADV-TXN-0477,CASE-0291,163898.64,PERSON-0152 transferred 163898.64 INR to PERSON-0601 for verified supplier invoice.
ADV-TXN-0478,CASE-0748,193689.4,PERSON-0867 transferred 193689.4 INR to PERSON-0539 for verified supplier invoice.
ADV-TXN-0479,CASE-0811,133762.67,PERSON-0383 transferred 133762.67 INR to PERSON-0722 for verified supplier invoice.
ADV-TXN-0480,CASE-0661,61832.27,PERSON-0345 transferred 61832.27 INR to PERSON-0310 for verified supplier invoice.
ADV-TXN-0481,CASE-0895,166694.8,PERSON-0162 transferred 166694.8 INR to PERSON-0750 for verified supplier invoice.
ADV-TXN-0482,CASE-0650,67872.43,PERSON-0984 transferred 67872.43 INR to PERSON-0499 for verified supplier invoice.
ADV-TXN-0483,CASE-0731,75717.95,PERSON-0992 transferred 75717.95 INR to PERSON-0576 for verified supplier invoice.
ADV-TXN-0484,CASE-0360,100541.46,PERSON-0604 transferred 100541.46 INR to PERSON-0835 for verified supplier invoice.
ADV-TXN-0485,CASE-0604,60375.74,PERSON-0752 transferred 60375.74 INR to PERSON-0706 for verified supplier invoice.
ADV-TXN-0486,CASE-1174,102656.23,PERSON-0747 transferred 102656.23 INR to PERSON-0002 for verified supplier invoice.
ADV-TXN-0487,CASE-1163,45181.24,PERSON-0790 transferred 45181.24 INR to PERSON-0989 for verified supplier invoice.
ADV-TXN-0488,CASE-0453,142343.48,PERSON-0617 transferred 142343.48 INR to PERSON-0326 for verified supplier invoice.
ADV-TXN-0489,CASE-1017,62502.94,PERSON-0107 transferred 62502.94 INR to PERSON-0960 for verified supplier invoice.
